PROFILE,ACCOUNT_NUM,REGION,TITLE_ID,RESULT,SCORED,LEVEL,TITLE_TEXT,NOTES
default,309544246384,cn-northwest-1,7.17,FAIL,Not Scored,Extra,[extra717] Check if Elastic Load Balancers have logging enabled (Not Scored) (Not part of CIS benchmark),cn-northwest-1: 9f7fd0cc-liveupdev-liveupf-0b7d has not configured access logs
default,309544246384,cn-northwest-1,7.17,FAIL,Not Scored,Extra,[extra717] Check if Elastic Load Balancers have logging enabled (Not Scored) (Not part of CIS benchmark),cn-northwest-1: 9f7fd0cc-liveupuat-liveupf-3aec has not configured access logs
default,309544246384,cn-northwest-1,7.17,FAIL,Not Scored,Extra,[extra717] Check if Elastic Load Balancers have logging enabled (Not Scored) (Not part of CIS benchmark),cn-northwest-1: 9f7fd0cc-tpmuat-tpmfronten-ec53 has not configured access logs
default,309544246384,cn-northwest-1,7.17,FAIL,Not Scored,Extra,[extra717] Check if Elastic Load Balancers have logging enabled (Not Scored) (Not part of CIS benchmark),cn-northwest-1: jenkins-dev has not configured access logs
default,309544246384,cn-northwest-1,7.17,FAIL,Not Scored,Extra,[extra717] Check if Elastic Load Balancers have logging enabled (Not Scored) (Not part of CIS benchmark),cn-northwest-1: 9f7fd0cc-jmsdev-jmsfronten-43c4 has not configured access logs
default,309544246384,cn-northwest-1,7.29,INFO,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),Looking for EBS Volumes in all regions...  
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0f72f9d04575ab2e8 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0270198fc5939a864 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-07cc10913d3d3f151 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-01d4ecfe2ba84f966 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-07f63e00cdea2d6fc is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-04d74b4ab514f2795 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-07746337f9c8ee1c0 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0cb5d0f42e8b4d3ea is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0a542a049e7d6d7b9 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0504e3d0565c7ae65 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0f62377d62a371283 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-06660b1f026a5efdf is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0e0dfa8ba4fdbbc08 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0bc3294cffdd4dca5 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0bde00a62891dd235 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0ead73e5b8bd92f8c is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-095f0be204c355d76 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-07320f85dd73953aa is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-033080f96703af30f is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-01e7cb3658e46645d is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-09628597667ff467b is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0e8c4f3df2eee8018 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0aa4f58c645da7e3d is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-08be8169a31e13c85 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0f8326cb31d8e6a5e is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0b9a10375f6590678 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-05204d291ee2bf750 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-00cb42eb0ca18ff1d is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-09a3ab69998a2b0eb is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0979e1e510de4de07 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0e5035a8814246079 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0b808c70f96d92af2 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0e4724e6a25336413 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-08bfe078c219b5849 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0d9d9bd8b87d721de is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0d3f7e5536de6c84d is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-02c157113def87d4c is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-087bcc6d6fa53d783 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-09ccb6945db1f43a2 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0e13f2121f8f53833 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0ecbc1529818c8ef7 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0a677f8147e042a89 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0e320e11015cd484c is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0a220704cdb6bf3a9 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-034ad206c2c24e01c is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-059d6bb6cefab19ff is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-06a49dd5145fde4b4 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-06044070274cf1afa is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0b39bc108523f2926 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0fbcc65b1939a3600 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-029c848c6728f75c9 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-02f367b625638ee6c is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-05010b750ae739857 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0bf1ee100a92ab2f6 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0575064110caee2bc is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0cd0ce723b2f15456 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0b34b7d315ee07f4b is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0da19ab7403768956 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0e9b2d15411a53264 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-046e80099d07ca337 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0329d96656c1d0512 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-01d9644a32bb8af3d is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0e612459cc17e3730 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0748b6813cb356dd5 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0c357aa92025ef143 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0635f71de5f17f8a5 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0bdea147ef06d9ce1 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0020eaf68bca92635 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-09da52987abebe534 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0e2a91619d054dece is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0ba03c418c263a730 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-00dfc8382128ae938 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-00d529bc216b8332e is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-02ccf7634e0a9091f is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0b94a590bd43187b5 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0653dcdab47bd6078 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-036949f6eec445927 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-00ac34dc5a39995ed is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0a93e1c21d3d26c08 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-04ce836f86a754c55 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0d8b4d61b8064bcce is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0ba87a9d0780973cd is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-063cab951b4bf3670 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0b512b4d70f86e2b7 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-01857fceb04ae63f4 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-033d7559bbe9f0e32 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-07a88f0c3fc9e9359 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-042d4520aa131d0a7 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0a50414d2e6cc4a15 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-04402c5782f8ff13b is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-00787ced20100a762 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0c98c064c521a32b0 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0583f635c37457026 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-050c6bf2049cf1c03 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-01b649ee2ddfd4de9 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-09b4050329b32c5f9 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0a7311330da167e24 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-06cfe91b7db2baf75 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-008bc5c5925345db3 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-016ad1c5d2721f78f is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-09719d7362077b172 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0341addd2621b715c is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-08777c85b9264777f is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0eddfbfb8a3384a11 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-047632500470114ce is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0930bfb82f5d48dee is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0875c630bf5c7e987 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-07a65659e895cc74a is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-023d508185a1b3623 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0f92128803498d103 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0eb567313cb3514a8 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0b7b7a0281442b7b8 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-09cec718627797926 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-081db3f497faf76ec is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0a01bc9c9bcc624e7 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0a006648486340d79 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-080dae1b7b37d8f69 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-0f50ca79600545e73 is not encrypted!
default,309544246384,cn-northwest-1,7.29,FAIL,Not Scored,Extra,[extra729] Ensure there are no EBS Volumes unencrypted (Not Scored) (Not part of CIS benchmark),cn-northwest-1: vol-035f645b18bd9abfa is not encrypted!
